DatasetName: Luxembourg
50039.168 6079.722
50039.168 6079.722
50036.11 6071.3887
50062.223 5955.8335
50062.223 5955.8335
49970.0 5837.222
49629.723 6139.1665
50062.223 5955.8335
49921.11 6038.3335
49588.332 5983.3335
49853.61 6319.1665
49853.61 6319.1665
49726.11 5841.1113
49524.168 5891.3887
49524.168 5891.3887
49921.11 6038.3335
49867.777 6155.8335
49726.11 5841.1113
49777.5 6472.222
49973.055 6091.6665
50015.0 5889.722
49921.11 6038.3335
49859.168 5961.3887
50065.555 5963.8887
50093.61 5956.6665
49507.5 6287.5
49540.832 6259.722
49602.223 5948.3335
49935.277 5975.8335
49791.945 6132.778
50057.777 5898.0557
49535.555 6146.9443
49581.945 6226.6665
49974.723 6054.1665
49773.055 6338.3335
49768.61 5820.0
49758.332 5826.9443
49810.277 6097.222
49761.945 6303.3335
49761.945 6303.3335
50054.723 6031.3887
50054.723 6031.3887
49596.668 5875.8335
49611.39 6136.1113
49866.668 6183.3335
49866.668 6183.3335
49866.668 6183.3335
50107.223 6007.778
49781.11 6273.6113
49761.668 6188.8887
49933.332 6216.6665
49617.223 6393.8887
49826.945 6091.3887
49933.332 6216.6665
49589.445 6106.9443
49645.0 5990.8335
49644.445 5984.4443
49606.945 6325.8335
49725.555 5964.4443
49758.055 6478.6113
49827.223 5935.8335
49750.832 6008.3335
49910.0 6067.222
49485.277 6323.0557
49900.832 5858.6113
49883.055 6098.8887
49491.11 6092.5
49933.89 5941.9443
49492.777 6069.4443
49658.332 6364.722
49981.668 5906.1113
49859.445 5851.1113
49723.61 6342.5
49723.61 6342.5
49723.61 6342.5
49736.11 6023.0557
49853.055 6187.222
49658.332 6082.222
49770.832 6304.1665
49706.668 6340.5557
49770.832 6304.1665
50124.168 6063.6113
49855.555 5903.6113
49912.5 6140.0
49656.668 6049.722
50021.39 5911.3887
50083.89 5992.5
49775.277 6015.5557
49775.277 6015.5557
49733.332 6133.3335
49553.89 6329.1665
49758.055 6478.6113
49910.0 6067.222
49697.777 6219.722
49900.832 5858.6113
49701.39 6018.8887
49887.777 5816.3887
49717.777 6355.0
49717.777 6355.0
49754.168 6513.8887
49594.445 6150.0
49903.61 5888.0557
49851.668 5793.3335
49903.61 5888.0557
50058.332 6066.3887
49974.168 5843.8887
49683.055 6141.6665
49775.277 6015.5557
49921.945 5849.4443
49921.945 5849.4443
49775.277 6015.5557
50046.39 5934.1665
50046.39 5934.1665
50046.39 5934.1665
49923.332 5997.5
50012.223 6052.778
50012.223 6052.778
50012.223 6052.778
49923.332 5997.5
49738.332 6267.222
49697.223 6170.5557
50118.055 5979.1665
49702.777 6374.722
49960.277 6192.222
49544.445 6137.778
49960.277 6192.222
49787.5 6069.4443
50083.332 6000.0
49826.945 6091.3887
49616.668 6216.6665
49616.668 6216.6665
49616.668 6216.6665
49544.445 6137.778
50118.89 6038.6113
49857.5 5825.0
49759.168 6239.722
49851.668 5793.3335
49860.277 6288.0557
49626.39 6336.9443
49683.332 6350.0
49876.668 6218.0557
49518.61 6102.778
49917.223 6227.778
49795.277 5941.1113
49575.832 5983.8887
49575.832 5983.8887
49611.11 6050.0
49743.89 6115.0
49952.223 5856.1113
49758.332 6116.9443
49677.777 6359.4443
49525.0 6042.222
49813.61 6089.1665
49766.668 5866.6665
49677.777 6359.4443
49843.61 6268.0557
49656.945 6127.5
49813.61 6350.278
49540.277 6129.1665
49540.277 6129.1665
49727.223 6393.8887
49512.777 5929.4443
49510.277 5943.6113
49512.777 5929.4443
50165.555 6088.8887
49723.332 6302.5
49649.168 6128.3335
49835.832 6291.6665
49730.555 5887.222
49746.11 6363.6113
49528.055 6353.8887
49835.832 6291.6665
49921.945 5849.4443
49887.777 5816.3887
49891.945 6165.278
49833.332 6016.6665
49758.332 5826.9443
49898.332 5820.278
49883.332 5900.0
49567.5 5910.278
50145.832 5983.8887
50046.11 5878.0557
49668.332 6330.278
49516.668 5850.0
50012.777 6091.3887
49900.0 6050.0
50097.223 5973.0557
49900.0 6050.0
49552.777 6315.8335
49522.777 6224.722
49861.39 5843.8887
49702.5 6043.3335
49756.39 6160.8335
49766.668 5866.6665
49565.0 6163.6113
49510.555 6257.222
49744.168 6328.3335
49744.168 6328.3335
49715.555 6216.6665
49700.0 5983.3335
49971.11 6009.722
50036.668 5870.8335
49531.11 5847.222
49624.445 6421.6665
49533.332 5900.0
49533.61 6080.8335
49474.445 6079.4443
49511.11 5873.8887
49513.61 5896.1113
49531.11 5847.222
49536.11 5893.0557
49562.5 6008.8887
49575.832 5983.8887
49578.332 6058.8887
49589.445 6106.9443
49656.668 6049.722
49696.11 5920.278
49701.668 5916.3887
49741.945 6018.6113
49759.168 6041.1113
49798.61 5835.278
49799.445 6086.1113
49484.723 6097.778
49530.832 6355.0
49565.0 6163.6113
49590.0 6316.1113
49619.445 6240.0
49632.5 6220.8335
49629.168 6267.5
49674.723 6320.5557
49716.39 6490.0
49759.168 6239.722
49757.777 6353.3335
49759.168 6387.778
49784.723 6310.8335
49796.668 6155.5557
49790.0 6388.3335
49834.723 5742.778
49851.945 6134.722
49859.445 5851.1113
49866.945 5773.3335
49899.168 5812.778
49900.832 5858.6113
49903.61 5962.222
49903.332 6135.0
49923.055 5878.6113
49974.168 5843.8887
49981.668 5906.1113
50012.777 6091.3887
50040.832 6017.5
50039.168 6079.722
50046.11 5878.0557
50046.39 5934.1665
50062.223 5955.8335
50065.555 5963.8887
50080.555 5921.6665
50093.61 5956.6665
50155.555 6053.3335
50181.668 6025.278
50108.055 5923.3335
49880.277 6221.9443
49894.445 6163.6113
49926.668 6173.6113
49938.61 6156.1113
